Station name	Scarrawalsh
Station number	12001
Time series name	WEB.Day.Mean
From	1955/09/05 00:00:00
To	2022/05/02 00:00:00
Unit	cubic meter per second

Date	Value	Quality
1964/02/29 00:00:00	12.200	F
1964/03/01 00:00:00	10.452	F
1964/03/02 00:00:00	9.645	F
1964/03/03 00:00:00	8.374	F
1964/03/04 00:00:00	7.550	F
1964/03/05 00:00:00	7.536	F
1964/03/06 00:00:00	6.949	F
1964/03/07 00:00:00	6.382	F
1964/03/08 00:00:00	6.302	F
1964/03/09 00:00:00	5.778	F
1964/03/10 00:00:00	25.975	F
1964/03/11 00:00:00	35.992	F
1964/03/12 00:00:00	58.676	F
1964/03/13 00:00:00	67.279	F
1964/03/14 00:00:00	26.756	F
1964/03/15 00:00:00	17.660	F
1964/03/16 00:00:00	41.874	F
1964/03/17 00:00:00	85.897	F
1964/03/18 00:00:00	90.716	F
1964/03/19 00:00:00	149.469	31
1964/03/20 00:00:00	102.217	31
1964/03/21 00:00:00	74.001	F
1964/03/22 00:00:00	44.740	F
1964/03/23 00:00:00	39.007	F
1964/03/24 00:00:00	99.426	F
1964/03/25 00:00:00	90.971	F
1964/03/26 00:00:00	46.178	F
1964/03/27 00:00:00	39.674	F
1964/03/28 00:00:00	73.405	F
1964/03/29 00:00:00	73.497	F
1964/03/30 00:00:00	44.131	F
1964/03/31 00:00:00	35.201	F
1964/04/01 00:00:00	31.382	F
1964/04/02 00:00:00	27.991	F
1964/04/03 00:00:00	27.593	F
1964/04/04 00:00:00	28.394	F
1964/04/05 00:00:00	25.582	F
1964/04/06 00:00:00	24.887	F
1964/04/07 00:00:00	23.848	F
1964/04/08 00:00:00	21.346	F
1964/04/09 00:00:00	19.394	F
1964/04/10 00:00:00	18.941	F
1964/04/11 00:00:00	18.240	F
1964/04/12 00:00:00	17.871	F
1964/04/13 00:00:00	17.637	F
1964/04/14 00:00:00	16.458	F
1964/04/15 00:00:00	18.839	F
1964/04/16 00:00:00	22.368	F
1964/04/17 00:00:00	38.747	F
1964/04/18 00:00:00	37.752	F
1964/04/19 00:00:00	24.068	F
1964/04/20 00:00:00	27.757	F
1964/04/21 00:00:00	38.684	F
1964/04/22 00:00:00	24.200	F
1964/04/23 00:00:00	23.670	F
1964/04/24 00:00:00	25.359	F
1964/04/25 00:00:00	25.759	F
1964/04/26 00:00:00	27.515	F
1964/04/27 00:00:00	23.225	F
1964/04/28 00:00:00	21.845	F
1964/04/29 00:00:00	19.652	F
1964/04/30 00:00:00	20.409	F
1964/05/01 00:00:00	18.653	F
1964/05/02 00:00:00	19.376	F
1964/05/03 00:00:00	18.074	F
1964/05/04 00:00:00	18.251	F
1964/05/05 00:00:00	18.744	F
1964/05/06 00:00:00	23.080	F
1964/05/07 00:00:00	19.719	F
1964/05/08 00:00:00	19.914	F
1964/05/09 00:00:00	18.296	F
1964/05/10 00:00:00	17.856	F
1964/05/11 00:00:00	19.352	F
1964/05/12 00:00:00	22.271	F
1964/05/13 00:00:00	23.495	F
1964/05/14 00:00:00	28.447	F
1964/05/15 00:00:00	24.345	F
1964/05/16 00:00:00	22.891	F
1964/05/17 00:00:00	20.713	F
1964/05/18 00:00:00	19.832	F
1964/05/19 00:00:00	19.349	F
1964/05/20 00:00:00	20.699	F
1964/05/21 00:00:00	22.038	F
1964/05/22 00:00:00	25.480	F
1964/05/23 00:00:00	26.889	F
1964/05/24 00:00:00	28.574	F
1964/05/25 00:00:00	27.696	F
1964/05/26 00:00:00	28.161	F
1964/05/27 00:00:00	26.951	F
1964/05/28 00:00:00	25.453	F
1964/05/29 00:00:00	26.275	F
1964/05/30 00:00:00	25.848	F
1964/05/31 00:00:00	25.935	F
1964/06/01 00:00:00	25.638	F
1964/06/02 00:00:00	25.770	F
1964/06/03 00:00:00	22.301	F
1964/06/04 00:00:00	25.367	F
1964/06/05 00:00:00	19.384	F
1964/06/06 00:00:00	17.903	F
1964/06/07 00:00:00	17.228	F
1964/06/08 00:00:00	16.167	F
1964/06/09 00:00:00	15.915	F
1964/06/10 00:00:00	26.814	F
1964/06/11 00:00:00	22.010	F
1964/06/12 00:00:00	20.146	F
1964/06/13 00:00:00	23.034	F
1964/06/14 00:00:00	23.064	F
1964/06/15 00:00:00	20.016	F
1964/06/16 00:00:00	19.402	F
1964/06/17 00:00:00	19.115	F
1964/06/18 00:00:00	21.619	F
1964/06/19 00:00:00	18.438	F
1964/06/20 00:00:00	17.248	F
1964/06/21 00:00:00	15.616	F
1964/06/22 00:00:00	15.369	F
1964/06/23 00:00:00	16.814	F
1964/06/24 00:00:00	16.794	F
1964/06/25 00:00:00	15.939	F
1964/06/26 00:00:00	15.237	F
1964/06/27 00:00:00	15.309	F
1964/06/28 00:00:00	15.472	F
1964/06/29 00:00:00	15.168	F
1964/06/30 00:00:00	13.943	F
1964/07/01 00:00:00	13.472	F
1964/07/02 00:00:00	13.277	F
1964/07/03 00:00:00	12.395	F
1964/07/04 00:00:00	12.399	F
1964/07/05 00:00:00	11.665	F
1964/07/06 00:00:00	10.818	F
1964/07/07 00:00:00	10.109	F
1964/07/08 00:00:00	10.377	F
1964/07/09 00:00:00	10.594	F
1964/07/10 00:00:00	10.346	F
1964/07/11 00:00:00	10.322	F
1964/07/12 00:00:00	31.634	F
1964/07/13 00:00:00	19.880	F
1964/07/14 00:00:00	16.267	F
1964/07/15 00:00:00	16.310	F
1964/07/16 00:00:00	16.173	F
1964/07/17 00:00:00	25.436	F
1964/07/18 00:00:00	19.176	F
1964/07/19 00:00:00	11.950	F
1964/07/20 00:00:00	10.034	F
1964/07/21 00:00:00	8.910	F
1964/07/22 00:00:00	8.782	F
1964/07/23 00:00:00	8.428	F
1964/07/24 00:00:00	8.075	F
1964/07/25 00:00:00	8.052	F
1964/07/26 00:00:00	8.043	F
1964/07/27 00:00:00	7.675	F
1964/07/28 00:00:00	7.568	F
1964/07/29 00:00:00	7.474	F
1964/07/30 00:00:00	7.369	F
1964/07/31 00:00:00	6.971	F
1964/08/01 00:00:00	6.646	F
1964/08/02 00:00:00	6.523	F
1964/08/03 00:00:00	6.928	F
1964/08/04 00:00:00	6.560	F
1964/08/05 00:00:00	6.286	F
1964/08/06 00:00:00	8.506	F
1964/08/07 00:00:00	10.330	F
1964/08/08 00:00:00	11.943	F
1964/08/09 00:00:00	8.999	F
1964/08/10 00:00:00	7.261	F
1964/08/11 00:00:00	7.119	F
1964/08/12 00:00:00	8.707	F
1964/08/13 00:00:00	7.766	F
1964/08/14 00:00:00	8.580	F
1964/08/15 00:00:00	10.007	F
1964/08/16 00:00:00	19.908	F
1964/08/17 00:00:00	7.662	F
1964/08/18 00:00:00	6.177	F
1964/08/19 00:00:00	5.900	F
1964/08/20 00:00:00	26.275	F
1964/08/21 00:00:00	8.776	F
1964/08/22 00:00:00	7.883	F
1964/08/23 00:00:00	7.785	F
1964/08/24 00:00:00	7.603	F
1964/08/25 00:00:00	6.824	F
1964/08/26 00:00:00	6.363	F
1964/08/27 00:00:00	6.039	F
1964/08/28 00:00:00	5.905	F
1964/08/29 00:00:00	4.869	F
1964/08/30 00:00:00	4.813	F
1964/08/31 00:00:00	4.375	F
1964/09/01 00:00:00	4.007	F
1964/09/02 00:00:00	3.913	F
1964/09/03 00:00:00	3.223	F
1964/09/04 00:00:00	3.387	F
1964/09/05 00:00:00	3.483	F
1964/09/06 00:00:00	3.835	F
1964/09/07 00:00:00	3.315	F
1964/09/08 00:00:00	2.751	F
1964/09/09 00:00:00	2.580	F
1964/09/10 00:00:00	2.336	F
1964/09/11 00:00:00	2.325	F
1964/09/12 00:00:00	2.339	F
1964/09/13 00:00:00	2.412	F
1964/09/14 00:00:00	2.317	F
1964/09/15 00:00:00	2.118	F
1964/09/16 00:00:00	4.721	F
1964/09/17 00:00:00	8.339	F
1964/09/18 00:00:00	4.219	F
1964/09/19 00:00:00	3.437	F
1964/09/20 00:00:00	3.327	F
1964/09/21 00:00:00	3.180	F
1964/09/22 00:00:00	3.519	F
1964/09/23 00:00:00	3.340	F
1964/09/24 00:00:00	4.814	F
1964/09/25 00:00:00	4.706	F
1964/09/26 00:00:00	3.660	F
1964/09/27 00:00:00	3.313	F
1964/09/28 00:00:00	4.104	F
1964/09/29 00:00:00	3.508	F
1964/09/30 00:00:00	2.695	F
1964/10/01 00:00:00	2.220	F
1964/10/02 00:00:00	2.295	F
1964/10/03 00:00:00	2.233	F
1964/10/04 00:00:00	1.993	F
1964/10/05 00:00:00	2.501	F
1964/10/06 00:00:00	4.311	F
1964/10/07 00:00:00	5.511	F
1964/10/08 00:00:00	10.744	F
1964/10/09 00:00:00	6.136	F
1964/10/10 00:00:00	6.160	F
1964/10/11 00:00:00	5.927	F
1964/10/12 00:00:00	5.332	F
1964/10/13 00:00:00	5.385	F
1964/10/14 00:00:00	5.785	F
1964/10/15 00:00:00	8.375	F
1964/10/16 00:00:00	6.185	F
1964/10/17 00:00:00	6.887	F
1964/10/18 00:00:00	10.251	F
1964/10/19 00:00:00	8.309	F
1964/10/20 00:00:00	6.588	F
1964/10/21 00:00:00	6.367	F
1964/10/22 00:00:00	5.919	F
1964/10/23 00:00:00	5.531	F
1964/10/24 00:00:00	5.472	F
1964/10/25 00:00:00	5.307	F
1964/10/26 00:00:00	5.700	F
1964/10/27 00:00:00	4.721	F
1964/10/28 00:00:00	4.507	F
1964/10/29 00:00:00	4.358	F
1964/10/30 00:00:00	3.942	F
1964/10/31 00:00:00	3.731	F
1964/11/01 00:00:00	3.347	F
1964/11/02 00:00:00	3.197	F
1964/11/03 00:00:00	3.499	F
1964/11/04 00:00:00	4.010	F
1964/11/05 00:00:00	3.877	F
1964/11/06 00:00:00	3.725	F
1964/11/07 00:00:00	3.681	F
1964/11/08 00:00:00	3.639	F
1964/11/09 00:00:00	3.331	F
1964/11/10 00:00:00	2.995	F
1964/11/11 00:00:00	3.125	F
1964/11/12 00:00:00	3.058	F
1964/11/13 00:00:00	4.312	F
1964/11/14 00:00:00	8.984	F
1964/11/15 00:00:00	6.649	F
1964/11/16 00:00:00	6.006	F
1964/11/17 00:00:00	7.476	F
1964/11/18 00:00:00	11.628	F
1964/11/19 00:00:00	8.889	F
1964/11/20 00:00:00	7.618	F
1964/11/21 00:00:00	7.018	F
1964/11/22 00:00:00	6.721	F
1964/11/23 00:00:00	7.075	F
1964/11/24 00:00:00	8.387	F
1964/11/25 00:00:00	6.796	F
1964/11/26 00:00:00	5.475	F
1964/11/27 00:00:00	5.210	F
1964/11/28 00:00:00	5.539	F
1964/11/29 00:00:00	6.000	F
1964/11/30 00:00:00	6.337	F
1964/12/01 00:00:00	6.796	F
1964/12/02 00:00:00	6.921	F
1964/12/03 00:00:00	6.781	F
1964/12/04 00:00:00	6.442	F
1964/12/05 00:00:00	7.871	F
1964/12/06 00:00:00	8.884	F
1964/12/07 00:00:00	22.284	F
1964/12/08 00:00:00	50.278	F
1964/12/09 00:00:00	50.071	F
1964/12/10 00:00:00	15.025	F
1964/12/11 00:00:00	37.246	F
1964/12/12 00:00:00	112.118	F
1964/12/13 00:00:00	37.947	F
1964/12/14 00:00:00	36.214	F
1964/12/15 00:00:00	35.908	F
1964/12/16 00:00:00	29.747	F
1964/12/17 00:00:00	31.667	F
1964/12/18 00:00:00	27.188	F
1964/12/19 00:00:00	23.571	F
1964/12/20 00:00:00	29.585	F
1964/12/21 00:00:00	23.559	F
1964/12/22 00:00:00	18.870	F
1964/12/23 00:00:00	17.716	F
1964/12/24 00:00:00	16.969	F
1964/12/25 00:00:00	17.704	F
1964/12/26 00:00:00	16.707	F
1964/12/27 00:00:00	18.244	F
1964/12/28 00:00:00	24.385	F
1964/12/29 00:00:00	21.624	F
1964/12/30 00:00:00	22.825	F
1964/12/31 00:00:00	35.829	F
1965/01/01 00:00:00	19.864	F
1965/01/02 00:00:00	15.612	F
1965/01/03 00:00:00	15.086	F
1965/01/04 00:00:00	16.500	F
1965/01/05 00:00:00	12.122	F
1965/01/06 00:00:00	11.603	F
1965/01/07 00:00:00	13.760	F
1965/01/08 00:00:00	15.645	F
1965/01/09 00:00:00	18.035	F
1965/01/10 00:00:00	17.669	F
1965/01/11 00:00:00	23.853	F
1965/01/12 00:00:00	19.828	F
1965/01/13 00:00:00	27.533	F
1965/01/14 00:00:00	65.057	F
1965/01/15 00:00:00	35.132	F
1965/01/16 00:00:00	31.991	F
1965/01/17 00:00:00	62.320	F
1965/01/18 00:00:00	50.395	F
1965/01/19 00:00:00	37.148	F
1965/01/20 00:00:00	34.165	F
1965/01/21 00:00:00	76.799	F
1965/01/22 00:00:00	75.179	F
1965/01/23 00:00:00	66.412	F
1965/01/24 00:00:00	57.544	F
1965/01/25 00:00:00	39.447	F
1965/01/26 00:00:00	28.490	F
1965/01/27 00:00:00	26.649	F
1965/01/28 00:00:00	26.673	F
1965/01/29 00:00:00	25.854	F
1965/01/30 00:00:00	25.034	F
1965/01/31 00:00:00	24.214	F
1965/02/01 00:00:00	23.068	F
1965/02/02 00:00:00	22.571	F
1965/02/03 00:00:00	23.008	F
1965/02/04 00:00:00	23.578	F
1965/02/05 00:00:00	22.901	F
1965/02/06 00:00:00	22.844	F
1965/02/07 00:00:00	22.645	F
1965/02/08 00:00:00	21.676	F
1965/02/09 00:00:00	20.282	F
1965/02/10 00:00:00	19.777	F
1965/02/11 00:00:00	19.308	F
1965/02/12 00:00:00	18.458	F
1965/02/13 00:00:00	14.726	F
1965/02/14 00:00:00	11.353	F
1965/02/15 00:00:00	11.100	F
1965/02/16 00:00:00	10.673	F
1965/02/17 00:00:00	9.717	F
1965/02/18 00:00:00	8.391	F
1965/02/19 00:00:00	7.596	F
1965/02/20 00:00:00	7.451	F
1965/02/21 00:00:00	7.162	F
1965/02/22 00:00:00	6.751	F
1965/02/23 00:00:00	7.907	F
1965/02/24 00:00:00	13.723	F
1965/02/25 00:00:00	9.410	F
1965/02/26 00:00:00	8.104	F
1965/02/27 00:00:00	8.044	F
1965/02/28 00:00:00	8.544	F
1965/03/01 00:00:00	8.430	F
1965/03/02 00:00:00	7.291	F
1965/03/03 00:00:00	6.319	F
1965/03/04 00:00:00	6.459	F
1965/03/05 00:00:00	7.206	F
1965/03/06 00:00:00	7.238	F
1965/03/07 00:00:00	7.372	F
1965/03/08 00:00:00	7.816	F
1965/03/09 00:00:00	7.070	F
1965/03/10 00:00:00	6.857	F
1965/03/11 00:00:00	6.725	F
1965/03/12 00:00:00	7.742	F
1965/03/13 00:00:00	13.048	F
1965/03/14 00:00:00	10.519	F
1965/03/15 00:00:00	10.056	F
1965/03/16 00:00:00	17.855	F
1965/03/17 00:00:00	10.025	F
1965/03/18 00:00:00	8.120	F
1965/03/19 00:00:00	7.916	F
1965/03/20 00:00:00	9.204	F
1965/03/21 00:00:00	14.516	F
1965/03/22 00:00:00	22.027	F
1965/03/23 00:00:00	24.784	F
1965/03/24 00:00:00	18.941	F
1965/03/25 00:00:00	17.973	F
1965/03/26 00:00:00	32.544	F
1965/03/27 00:00:00	24.072	F
1965/03/28 00:00:00	19.117	F
1965/03/29 00:00:00	17.124	F
1965/03/30 00:00:00	14.496	F
1965/03/31 00:00:00	14.382	F
1965/04/01 00:00:00	13.713	F
1965/04/02 00:00:00	13.512	F
1965/04/03 00:00:00	13.399	F
1965/04/04 00:00:00	12.940	F
1965/04/05 00:00:00	12.919	F
1965/04/06 00:00:00	12.425	F
1965/04/07 00:00:00	11.681	F
1965/04/08 00:00:00	11.394	F
1965/04/09 00:00:00	12.182	F
1965/04/10 00:00:00	23.448	F
1965/04/11 00:00:00	25.665	F
1965/04/12 00:00:00	21.699	F
1965/04/13 00:00:00	20.129	F
1965/04/14 00:00:00	20.811	F
1965/04/15 00:00:00	23.968	F
1965/04/16 00:00:00	17.688	F
1965/04/17 00:00:00	21.795	F
1965/04/18 00:00:00	16.261	F
1965/04/19 00:00:00	13.930	F
1965/04/20 00:00:00	13.745	F
1965/04/21 00:00:00	13.136	F
1965/04/22 00:00:00	15.684	F
1965/04/23 00:00:00	17.069	F
1965/04/24 00:00:00	13.853	F
1965/04/25 00:00:00	12.999	F
1965/04/26 00:00:00	13.843	F
1965/04/27 00:00:00	14.819	F
1965/04/28 00:00:00	15.358	F
1965/04/29 00:00:00	13.919	F
1965/04/30 00:00:00	12.271	F
1965/05/01 00:00:00	11.512	F
1965/05/02 00:00:00	13.052	F
1965/05/03 00:00:00	26.490	F
1965/05/04 00:00:00	22.395	F
1965/05/05 00:00:00	20.517	F
1965/05/06 00:00:00	14.787	F
1965/05/07 00:00:00	13.161	F
1965/05/08 00:00:00	14.732	F
1965/05/09 00:00:00	17.911	F
1965/05/10 00:00:00	15.127	F
1965/05/11 00:00:00	10.859	F
1965/05/12 00:00:00	10.997	F
1965/05/13 00:00:00	11.220	F
1965/05/14 00:00:00	11.381	F
1965/05/15 00:00:00	10.944	F
1965/05/16 00:00:00	12.247	F
1965/05/17 00:00:00	12.594	F
1965/05/18 00:00:00	11.881	F
1965/05/19 00:00:00	13.019	F
1965/05/20 00:00:00	12.157	F
1965/05/21 00:00:00	12.025	F
1965/05/22 00:00:00	17.798	F
1965/05/23 00:00:00	21.348	F
1965/05/24 00:00:00	26.488	F
1965/05/25 00:00:00	31.341	F
1965/05/26 00:00:00	22.423	F
1965/05/27 00:00:00	19.103	F
1965/05/28 00:00:00	16.003	F
1965/05/29 00:00:00	15.816	F
1965/05/30 00:00:00	15.477	F
1965/05/31 00:00:00	14.410	F
1965/06/01 00:00:00	12.771	F
1965/06/02 00:00:00	11.893	F
1965/06/03 00:00:00	10.910	F
1965/06/04 00:00:00	10.970	F
1965/06/05 00:00:00	11.239	F
1965/06/06 00:00:00	10.264	F
1965/06/07 00:00:00	11.395	F
1965/06/08 00:00:00	13.769	F
1965/06/09 00:00:00	11.272	F
1965/06/10 00:00:00	9.991	F
1965/06/11 00:00:00	9.164	F
1965/06/12 00:00:00		M
1965/06/13 00:00:00		M
1965/06/14 00:00:00		M
1965/06/15 00:00:00		M
1965/06/16 00:00:00		M
1965/06/17 00:00:00		M
1965/06/18 00:00:00		M
1965/06/19 00:00:00		M
1965/06/20 00:00:00		M
1965/06/21 00:00:00		M
1965/06/22 00:00:00		M
1965/06/23 00:00:00		M
1965/06/24 00:00:00	22.841	F
1965/06/25 00:00:00	22.156	F
1965/06/26 00:00:00	19.855	F
1965/06/27 00:00:00	17.010	F
1965/06/28 00:00:00	14.015	F
1965/06/29 00:00:00	12.175	F
1965/06/30 00:00:00	11.113	F
1965/07/01 00:00:00	10.279	F
1965/07/02 00:00:00	8.172	F
1965/07/03 00:00:00	16.317	F
1965/07/04 00:00:00	37.403	F
1965/07/05 00:00:00	37.969	F
1965/07/06 00:00:00	22.834	F
1965/07/07 00:00:00	13.423	F
1965/07/08 00:00:00	10.833	F
1965/07/09 00:00:00	10.546	F
1965/07/10 00:00:00	10.064	F
1965/07/11 00:00:00	10.469	F
1965/07/12 00:00:00	10.036	F
1965/07/13 00:00:00	13.180	F
1965/07/14 00:00:00	35.736	F
1965/07/15 00:00:00	43.851	F
1965/07/16 00:00:00	18.065	F
1965/07/17 00:00:00	10.669	F
1965/07/18 00:00:00	8.556	F
1965/07/19 00:00:00	11.275	F
1965/07/20 00:00:00	31.472	F
1965/07/21 00:00:00	13.302	F
1965/07/22 00:00:00	10.232	F
1965/07/23 00:00:00	10.878	F
1965/07/24 00:00:00	17.428	F
1965/07/25 00:00:00	16.587	F
1965/07/26 00:00:00	18.082	F
1965/07/27 00:00:00	15.078	F
1965/07/28 00:00:00	20.174	F
1965/07/29 00:00:00	30.813	F
1965/07/30 00:00:00	20.733	F
1965/07/31 00:00:00	16.653	F
1965/08/01 00:00:00	13.264	F
1965/08/02 00:00:00	17.196	F
1965/08/03 00:00:00	26.029	F
1965/08/04 00:00:00	34.236	F
1965/08/05 00:00:00	43.595	F
1965/08/06 00:00:00	27.076	F
1965/08/07 00:00:00	22.025	F
1965/08/08 00:00:00	20.441	F
1965/08/09 00:00:00	16.804	F
1965/08/10 00:00:00	14.507	F
1965/08/11 00:00:00	13.797	F
1965/08/12 00:00:00	14.214	F
1965/08/13 00:00:00	14.392	F
1965/08/14 00:00:00	14.955	F
1965/08/15 00:00:00	14.870	F
1965/08/16 00:00:00	14.195	F
1965/08/17 00:00:00	12.006	F
1965/08/18 00:00:00	12.866	F
1965/08/19 00:00:00	13.738	F
1965/08/20 00:00:00	14.569	F
1965/08/21 00:00:00	20.272	F
1965/08/22 00:00:00	28.744	F
1965/08/23 00:00:00	31.437	F
1965/08/24 00:00:00	18.904	F
1965/08/25 00:00:00	25.046	F
1965/08/26 00:00:00	12.395	F
1965/08/27 00:00:00	12.195	F
1965/08/28 00:00:00	12.974	F
1965/08/29 00:00:00	13.418	F
1965/08/30 00:00:00	13.459	F
1965/08/31 00:00:00	12.188	F
1965/09/01 00:00:00	12.420	F
1965/09/02 00:00:00	11.524	F
1965/09/03 00:00:00	10.898	F
1965/09/04 00:00:00	10.194	F
1965/09/05 00:00:00	11.270	F
1965/09/06 00:00:00	10.368	F
1965/09/07 00:00:00	7.467	F
1965/09/08 00:00:00	6.452	F
1965/09/09 00:00:00	6.484	F
1965/09/10 00:00:00	6.022	F
1965/09/11 00:00:00	14.117	F
1965/09/12 00:00:00	8.771	F
1965/09/13 00:00:00	8.666	F
1965/09/14 00:00:00	7.695	F
1965/09/15 00:00:00	6.860	F
1965/09/16 00:00:00	6.478	F
1965/09/17 00:00:00	10.319	F
1965/09/18 00:00:00	56.363	F
1965/09/19 00:00:00	19.029	F
1965/09/20 00:00:00	12.526	F
1965/09/21 00:00:00	8.790	F
1965/09/22 00:00:00	8.754	F
1965/09/23 00:00:00	8.656	F
1965/09/24 00:00:00	12.636	F
1965/09/25 00:00:00	54.090	F
1965/09/26 00:00:00	23.608	F
1965/09/27 00:00:00	17.810	F
1965/09/28 00:00:00	17.875	F
1965/09/29 00:00:00	11.646	F
1965/09/30 00:00:00	9.840	F
1965/10/01 00:00:00	14.076	F
1965/10/02 00:00:00	27.367	F
1965/10/03 00:00:00	14.645	F
1965/10/04 00:00:00	12.542	F
1965/10/05 00:00:00	11.764	F
1965/10/06 00:00:00	10.231	F
1965/10/07 00:00:00	9.637	F
1965/10/08 00:00:00	9.516	F
1965/10/09 00:00:00	9.486	F
1965/10/10 00:00:00	9.538	F
1965/10/11 00:00:00	9.327	F
1965/10/12 00:00:00	10.011	F
1965/10/13 00:00:00	9.961	F
1965/10/14 00:00:00	9.466	F
1965/10/15 00:00:00	13.000	F
1965/10/16 00:00:00	11.277	F
1965/10/17 00:00:00	9.518	F
1965/10/18 00:00:00	9.597	F
1965/10/19 00:00:00	9.193	F
1965/10/20 00:00:00	9.646	F
1965/10/21 00:00:00	8.995	F
1965/10/22 00:00:00	8.547	F
1965/10/23 00:00:00	8.252	F
1965/10/24 00:00:00	8.112	F
1965/10/25 00:00:00	6.987	F
1965/10/26 00:00:00	6.698	F
1965/10/27 00:00:00	7.297	F
1965/10/28 00:00:00	6.845	F
1965/10/29 00:00:00	6.583	F
1965/10/30 00:00:00	7.205	F
1965/10/31 00:00:00	6.718	F
1965/11/01 00:00:00	8.578	F
1965/11/02 00:00:00	16.256	F
1965/11/03 00:00:00	10.159	F
1965/11/04 00:00:00	7.306	F
1965/11/05 00:00:00	6.868	F
1965/11/06 00:00:00	6.696	F
1965/11/07 00:00:00	7.101	F
1965/11/08 00:00:00	6.599	F
1965/11/09 00:00:00	7.403	F
1965/11/10 00:00:00	13.476	F
1965/11/11 00:00:00	8.757	F
1965/11/12 00:00:00	6.674	F
1965/11/13 00:00:00	6.377	F
1965/11/14 00:00:00	6.899	F
1965/11/15 00:00:00	7.539	F
1965/11/16 00:00:00	66.485	F
1965/11/17 00:00:00	232.511	X
1965/11/18 00:00:00	283.702	X
1965/11/19 00:00:00	141.384	31
1965/11/20 00:00:00	98.927	31
1965/11/21 00:00:00	67.111	F
1965/11/22 00:00:00	47.018	F
1965/11/23 00:00:00	52.009	F
1965/11/24 00:00:00	62.116	F
1965/11/25 00:00:00	88.287	F
1965/11/26 00:00:00	54.023	F
1965/11/27 00:00:00	64.881	F
1965/11/28 00:00:00	51.728	F
1965/11/29 00:00:00	70.688	F
1965/11/30 00:00:00	43.863	F
1965/12/01 00:00:00	39.217	F
1965/12/02 00:00:00	90.222	F
1965/12/03 00:00:00	64.688	F
1965/12/04 00:00:00	49.014	F
1965/12/05 00:00:00	64.438	F
1965/12/06 00:00:00	55.040	F
1965/12/07 00:00:00	35.739	F
1965/12/08 00:00:00	30.576	F
1965/12/09 00:00:00	68.268	F
1965/12/10 00:00:00	77.457	F
1965/12/11 00:00:00	33.691	F
1965/12/12 00:00:00	40.685	F
1965/12/13 00:00:00	65.281	F
1965/12/14 00:00:00	45.404	F
1965/12/15 00:00:00	98.089	F
1965/12/16 00:00:00	60.865	F
1965/12/17 00:00:00	82.927	F
1965/12/18 00:00:00	78.493	F
1965/12/19 00:00:00	75.370	F
1965/12/20 00:00:00	49.495	F
1965/12/21 00:00:00	36.465	F
1965/12/22 00:00:00	43.246	F
1965/12/23 00:00:00	97.474	F
1965/12/24 00:00:00	55.729	F
1965/12/25 00:00:00	42.641	F
1965/12/26 00:00:00	39.823	F
1965/12/27 00:00:00	38.649	F
1965/12/28 00:00:00	38.328	F
1965/12/29 00:00:00	67.308	F
1965/12/30 00:00:00	56.369	F
1965/12/31 00:00:00	40.605	F
1966/01/01 00:00:00	48.643	F
1966/01/02 00:00:00	28.952	F
1966/01/03 00:00:00	26.872	F
1966/01/04 00:00:00	29.785	F
1966/01/05 00:00:00	43.301	F
1966/01/06 00:00:00	70.011	F
1966/01/07 00:00:00	55.626	F
1966/01/08 00:00:00	39.219	F
1966/01/09 00:00:00	36.351	F
1966/01/10 00:00:00	76.600	F
1966/01/11 00:00:00	32.802	F
1966/01/12 00:00:00	26.579	F
1966/01/13 00:00:00	27.779	F
1966/01/14 00:00:00	26.535	F
1966/01/15 00:00:00	29.303	F
1966/01/16 00:00:00	27.129	F
1966/01/17 00:00:00	24.012	F
1966/01/18 00:00:00	22.836	F
1966/01/19 00:00:00	20.497	F
1966/01/20 00:00:00	18.209	F
1966/01/21 00:00:00	16.195	F
1966/01/22 00:00:00	15.653	F
1966/01/23 00:00:00	14.374	F
1966/01/24 00:00:00	14.499	F
1966/01/25 00:00:00	83.666	F
1966/01/26 00:00:00	99.677	31
1966/01/27 00:00:00	49.954	F
1966/01/28 00:00:00	49.586	F
1966/01/29 00:00:00	45.109	F
1966/01/30 00:00:00	42.660	F
1966/01/31 00:00:00	27.226	F
1966/02/01 00:00:00	24.133	F
1966/02/02 00:00:00	37.068	F
1966/02/03 00:00:00	27.230	F
1966/02/04 00:00:00	76.258	F
1966/02/05 00:00:00	59.685	F
1966/02/06 00:00:00	36.187	F
1966/02/07 00:00:00	37.195	F
1966/02/08 00:00:00	74.736	F
1966/02/09 00:00:00	60.541	F
1966/02/10 00:00:00	36.200	F
1966/02/11 00:00:00	29.881	F
1966/02/12 00:00:00	39.064	F
1966/02/13 00:00:00	34.197	F
1966/02/14 00:00:00	25.989	F
1966/02/15 00:00:00	61.219	F
1966/02/16 00:00:00	56.810	F
1966/02/17 00:00:00	29.499	F
1966/02/18 00:00:00	29.547	F
1966/02/19 00:00:00	87.689	F
1966/02/20 00:00:00	105.369	31
1966/02/21 00:00:00	80.291	F
1966/02/22 00:00:00	133.526	31
1966/02/23 00:00:00	91.983	F
1966/02/24 00:00:00	70.648	F
1966/02/25 00:00:00	108.600	31
1966/02/26 00:00:00	79.435	F
1966/02/27 00:00:00	59.167	F
1966/02/28 00:00:00	36.882	F
1966/03/01 00:00:00	42.383	F
1966/03/02 00:00:00	62.782	F
1966/03/03 00:00:00	35.368	F
